LandProvince;SeaZone;x;y
perlis;langkawi_archipelago;12230;3708;x
pulusuk_atoll;elgin_coast;14479;3725;x
kudat;paitan_bay;13011;3721;x
kalamansig;malatuna_point;13338;3696;x
essequibo;essequibo_mouth;5027;3720;x
kota_marudu;paitan_bay;13018;3724;x
kotte;indian_coast37;11327;3716;x
pattani;ta_chee_cape;12301;3727;x
cape_mount;cape_mount_coast;7176;3717;x
pohnpei;ant_coast;14896;3717;x
kalagan;tagloc_gulf;13405;3708;x
demerara;essequibo_mouth;5054;3718;x
sugut;paitan_bay;13043;3708;x
lamitan;basilan_strait;13239;3714;x
api_api;kimanis_bay;12972;3675;x
ikosi;lagos_lagoon;7856;3699;x
menara;kelantan_coast;12329;3701;x
saint_paul_river;cape_mesurado;7192;3704;x
ikorundu;lagos_lagoon;7853;3706;x
eko;lagos_lagoon;7838;3698;x
hobyo;mudug_coast;9919;3672;x
tissamaharama;indian_coast40;11406;3698;x
maimbung;pangutaran_group;13192;3676;x
galle;indian_coast38;11337;3683;x
epe;lekki_lagoon;7884;3696;x
mesurado;cape_mesurado;7205;3688;x
ajase;lagos_lagoon;7816;3696;x
berbice;demerara_coast;5086;3688;x
ardra;bouche_du_roy;7794;3694;x
mahin;lekki_lagoon;7905;3685;x
hambantota;indian_coast40;11392;3686;x
jaluit_atoll;jaluit_coast_2;15412;3682;x
glexwe;bouche_du_roy;7777;3691;x
bojaya;cupica_gulf;4166;3684;x
kelantan;kelantan_coast;12343;3690;x
mili_atoll;mili_coast;15515;3678;x
hulagan;bouche_du_roy;7767;3689;x
kedah;kedah_coast;12257;3675;x
sarangani;sarangani_strait;13403;3657;x
anecho;cape_saint_paul;7747;3682;x
sandakan;paitan_bay;13051;3678;x
junk_river;cestos_point;7225;3677;x
makar;sarangani_bay;13387;3674;x
devanagara;indian_coast39;11364;3673;x
paramaribo;paramaribo_mouth;5187;3679;x
neekeari;demerara_coast;5101;3678;x
keta;cape_saint_paul;7734;3665;x
baudo;tribuga_gulf;4168;3656;x
ughoton;forcados_river_mouth;7923;3659;x
ndyuka;maroni_mouth;5228;3670;x
bassa;cestos_point;7238;3662;x
bandar_aceh;malacca_passage;12030;3663;x
kinabatangan;sandakan_harbour;13081;3666;x
witagron;coppename_mouth;5145;3668;x
trengganu;north_terangganu_coast;12372;3656;x
bujang;kedah_coast;12259;3646;x
iaremappo;iaremappo_coast;5268;3649;x
akropong;accra_point;7707;3663;x
accra;accra_point;7685;3652;x
padas;brunei_bay;12942;3636;x
satawan_atoll;moch_coast;14684;3649;x
forcados;forcados_river_mouth;7933;3639;x
cestos;cestos_point;7250;3650;x
sigli;malacca_passage;12056;3650;x
lahad_datu;lahad_latu_bay;13100;3620;x
kosrae;kosrae_coast;15105;3642;x
dungun;south_terangganu_coast;12395;3622;x
daya;cape_dahway;12029;3625;x
winneba;apa_lagoon;7656;3635;x
bongao;tapul_group;13151;3621;x
kourou;iaremappo_coast;5290;3637;x
assinie;aby_lagoon;7541;3628;x
cess;bloobarra_point;7272;3626;x
choco;docampado_coast;4170;3602;x
semerlanga;cape_rajah;12085;3634;x
pasai;cape_rajah;12114;3633;x
grand_bassam;ebrie_lagoon;7509;3634;x
peureulak;cape_tamiang;12148;3616;x
cosrou;ebrie_lagoon;7484;3630;x
cabo_corso;apa_lagoon;7635;3627;x
cayenne;buzare_point;5306;3620;x
beruas;perak_coast;12268;3599;x
grand_lahou;bandama_river_mouth;7454;3627;x
harardhere;cabdi_cape;9885;3611;x
fresco;bandama_river_mouth;7430;3623;x
apollonia;aby_lagoon;7565;3621;x
berune;brunei_bay;12929;3620;x
anomansah;cape_three_points;7612;3616;x
male_atoll;male_coast;11029;3566;x
sassandra;sassandra_river_mouth;7402;3612;x
axim;cape_three_points;7592;3610;x
settra_kru;cess_point;7304;3605;x
tutong;brunei_bay;12908;3611;x
tong_talun;lahad_latu_bay;13085;3604;x
cabo_formoso;west_niger_mouth;7951;3595;x
calabar;cross_river_mouth;8076;3605;x
eket;cross_river_mouth;8058;3595;x
natuna_islands;natuna_archipelago1;12612;3574;x
san_pedro;sassandra_river_mouth;7379;3602;x
paka;south_terangganu_coast;12402;3598;x
rio_del_rey;cape_debundsha;8095;3591;x
calang;rigah_bay;12048;3594;x
new_calabar;east_niger_mouth;8010;3593;x
tabou;cape_palmas;7338;3586;x
bonny;east_niger_mouth;8017;3591;x
tamiang;cape_tamiang;12162;3594;x
karakaralong_islands;marumung_bay;13459;3574;x
niah;cape_payong;12864;3563;x
nembe;east_niger_mouth;7995;3584;x
sonso;malaga_bay;4174;3556;x
brass;east_niger_mouth;7978;3582;x
tawau;cowie_bay;13056;3578;x
meulaboh;rigah_bay;12064;3576;x
manjung;perak_coast;12275;3568;x
palikur;approuage_mouth;5341;3577;x
bimbia;cape_debundsha;8114;3563;x
kuantan;pahang_coast;12398;3558;x
sebuku;cowie_bay;13043;3568;x
kota_rentang;aru_bay;12172;3570;x
cameroons;cape_debundsha;8131;3559;x
mareeg;mareeg_coast;9851;3559;x
tabuaeran;tabuaeran_coast;442;3563;x
susoh;cape_radja;12088;3551;x
sesayap;cowie_bay;13053;3559;x
deli;aru_bay;12186;3556;x
klang;outer_strait_malacca;12301;3520;x
fernando_po;cape_debundsha;8097;3544;x
barulo;cape_payong;12849;3545;x
tabukan;tagulandang_strait;13402;3542;x
perbaungan;aru_bay;12202;3545;x
tapaktuan;cape_radja;12109;3533;x
tarakan;sesayap_delta;13048;3533;x
fifinda;punta_de_campo;8142;3511;x
pahang;tioman_island;12401;3515;x
anambas_islands;riau_archipelago2;12517;3515;x
butaritari_atoll;makin_coast;15558;3525;x
micay;malaga_bay;4160;3522;x
warsheikh;cadde_cape;9793;3487;x
nilandhe_atoll;nilandhe_coast;11023;3488;x
asahan;cape_bangsi;12229;3524;x
tanjung_balai;cape_bangsi;12240;3512;x
tatau;cape_kidurong;12824;3518;x
tanjung_palas;sesayap_delta;13051;3506;x
subi_islands;subi_archipelago1;12640;3504;x
singkil;cape_tua;12135;3492;x
mukah;cape_kidurong;12801;3511;x
ariste;maraca_island;5389;3467;x
simeulue;simalandan_bay;12068;3483;x
gelanggi;tioman_island;12416;3492;x
igan;cape_sink;12764;3497;x
timbiqui;timbiqui_bay;4145;3496;x
kualuh;cape_bangsi;12244;3501;x
kajang;outer_strait_malacca;12317;3490;x
pannai;outer_strait_malacca;12260;3484;x
bwambe;punta_de_campo;8138;3487;x
iscuande;timbiqui_bay;4122;3490;x
moro;morotai_strait;13532;3484;x
sungai_lati;sesayap_delta;13062;3482;x
sarikei;cape_sipang;12752;3463;x
malacca;inner_strait_malacca;12343;3467;x
bata;punta_mbonda;8136;3451;x
bagansiapipi;outer_strait_malacca;12287;3474;x
loloda;doi_island;13508;3461;x
barus;cape_tua;12154;3467;x
kubu_rokan;outer_strait_malacca;12270;3466;x
mogadishu;banaadir_coast;9756;3457;x
narino;tumaco_bay;4113;3455;x
dumai;inner_strait_malacca;12323;3444;x
sambaliung;berau_delta;13058;3453;x
santubong;cape_sipang;12703;3442;x
muar;inner_strait_malacca;12364;3449;x
kiritimati;kiritimati_coast;532;3448;x
abaiang_atoll;marakei_coast;15567;3450;x
sambas;cape_api;12665;3445;x
merca;banaadir_coast;9734;3443;x
sorkam;tapanuli_bay;12177;3441;x
tandang_sari;cape_sipang;12745;3440;x
johor_lama;western_singapore_strait;12396;3427;x
manado;amurang_bay;13371;3434;x
tumaco;tumaco_bay;4105;3447;x
daratan;kao_bay;13519;3425;x
sibolga;tapanuli_bay;12186;3428;x
sepinang;berau_delta;13083;3427;x
tarawa_atoll;marakei_coast;15570;3427;x
bengkalis;western_singapore_strait;12372;3389;x
samarahan;cape_sipang;12727;3435;x
maba_celebes;buli_bay;13534;3393;x
qoryooley;shabelle_coast;9715;3427;x
sebuyau;cape_sipang;12739;3432;x
wasilei;kao_bay;13523;3414;x
berato;gabon_coast;8121;3407;x
luaha;tapanuli_bay;12146;3406;x
buantan;inner_strait_malacca;12343;3421;x
temasek;western_singapore_strait;12412;3416;x
jailolo;mayi_island;13489;3416;x
barawa;shabelle_coast;9698;3409;x
toli_toli;dondo_bay;13183;3401;x
pailon;manglares_cape;4089;3410;x
araguari;amazonas_mouth;5392;3375;x
guamonial;cape_yombu;13234;3408;x
tanjungpinang;western_singapore_strait;12411;3394;x
amurang;amurang_bay;13351;3412;x
natal;inner_siberut_strait;12202;3373;x
belang;cape_flesko;13356;3371;x
siak;western_singapore_strait;12351;3396;x
monterado;sambas_estuary;12646;3394;x
maiana_atoll;aranauka_coast;15563;3390;x
seke_gabun;gabon_coast;8126;3394;x
atinggola;cape_yombu;13280;3398;x
atacames;atacames_cape;4046;3381;x
solimandungan;amurang_bay;13337;3398;x
addu_atoll;addu_coast;11029;3359;x
sandaran;south_makassar_strait;13094;3391;x
karangan;sangkulirang_bay;13060;3389;x
ternate;dadinga_bay;13495;3385;x
bengalon;sangkulirang_bay;13051;3383;x
tidore;dadinga_bay;13491;3361;x
pelalawan;western_singapore_strait;12380;3368;x
haranka;coast_jubaland;9664;3372;x
kuala_kampar;western_singapore_strait;12389;3374;x
mpongwe;gabon_coast;8119;3372;x
santa_cruz_islands;bucaneer_bay;3560;3340;x
nheengaiba;amazonas_mouth;5403;3361;x
pendau;south_makassar_strait;13146;3360;x
weda;weda_bay;13530;3367;x
mempawah;sambas_estuary;12648;3371;x
paguat;cape_panjang;13231;3373;x
abemama_atoll;abemama_coast;15610;3369;x
sangata;sangkulirang_bay;13042;3360;x
tomini;tomini_bay;13166;3365;x
boalemo;gorontalo_bay;13266;3373;x
gorontalo;gorontalo_bay;13289;3372;x
daik;indragiri_estuary;12449;3353;x
sao_tome;ponta_praiao;7997;3357;x
adyumba;cape_lopez;8113;3326;x
waigeo;bougainville_strait;13615;3331;x
jama;pasado_cape;4031;3333;x
pasaman;inner_siberut_strait;12223;3350;x
mandor;kapuas_delta;12658;3353;x
mazagao;santana_island;5349;3320;x
batu;inner_siberut_strait;12178;3344;x
isabela_island;elizabeth_bay;3531;3320;x
baru;indragiri_estuary;12412;3344;x
ogoowe_kongo;gabon_coast;8134;3355;x
jilib;mouth_jubba;9642;3343;x
gane;obi_strait;13516;3312;x
arua_amazon;amazonas_mouth;5384;3347;x
pontianak;kapuas_delta;12656;3338;x
ananatuba;amazonas_mouth;5402;3341;x
arari;maguary_point;5466;3336;x
kutai_lama;mahakam_delta;13043;3314;x
una_una;togian_archipelago;13247;3323;x
rengat;kaya_bay;12406;3319;x
pariaman;mentawai_strait1;12247;3313;x
parigi;poso_bay;13163;3303;x
amassing;obi_strait;13492;3311;x
marajoara;marajo_bay;5476;3286;x
kismayo;mouth_jubba;9625;3320;x
donggala;palu_bay;13139;3310;x
abun;abun_coast;13710;3326;x
kubu;kapuas_delta;12663;3313;x
santiago_islands;tortuga_bay;3594;3302;x
nonouti_atoll;autakena_spit;15621;3308;x
curumu;vieira_grande_bay;5378;3301;x
marapanim;maracana_bay;5534;3314;x
lingketeng;togian_archipelago;13267;3306;x
bulakan;peling_strait;13295;3295;x
caran;lorenzo_cape;4015;3296;x
biak;yapen_strait;13871;3292;x
meyah;bakaro_bay;13780;3308;x
tungkal;kaya_bay;12404;3304;x
moi;wamonket_cape;13673;3264;x
maden;dampier_strait;13652;3297;x
tojo;poso_bay;13210;3283;x
mariocai;fura_dos_araiolos;5341;3273;x
siberut;mentawai_strait1;12204;3272;x
padang;mentawai_strait1;12263;3276;x
rasini;giuba_island;9599;3281;x
muara_sabak;kaya_bay;12426;3293;x
jembayan;adang_bay;13016;3279;x
tupinamba;caete_bay;5582;3292;x
nguyi;ogoowe_coast;8097;3285;x
teluk_melano;sukadana_bay;12669;3277;x
managalang;cape_bonemanjing;13120;3269;x
hatam;dore_bay;13797;3284;x
mairi;marajo_bay;5484;3278;x
anajas;vieira_grande_bay;5388;3287;x
kaapor;turiacu_bay;5621;3269;x
tabiteuea_atoll;onotoa_coast;15646;3269;x
oiampi;fura_dos_araiolos;5332;3284;x
pixipixi;furo_santa_maria;5388;3253;x
poso;poso_bay;13184;3275;x
obi;obi_strait;13498;3273;x
sukadana;sukadana_bay;12696;3276;x
banggai;melilis_island;13314;3251;x
misool;kofiau_island;13592;3252;x
wayampi;fura_dos_araiolos;5319;3269;x
tuyuk;adang_bay;12997;3264;x
kururupu;cuma_bay;5659;3249;x
manta;lorenzo_cape;4014;3268;x
gori_gori;tolo_bay;13258;3261;x
mussau;holthusen_cape;14506;3269;x
berbak;sekanah_bay;12449;3255;x
sougb;dore_bay;13801;3267;x
samauma;marapata_bay;5462;3250;x
tanjungpura;sukadana_bay;12698;3257;x
kuruaya;fura_dos_araiolos;5315;3266;x
paru;fura_dos_araiolos;5297;3261;x
pangkalpinang;sekanah_bay;12500;3259;x
nisa;kurudu_strait;13939;3253;x
arandai;wamonket_cape;13697;3240;x
yapen;yapen_island;13889;3243;x
rembo;tassi_coast;8113;3243;x
taliabu;melilis_island;13351;3240;x
mori_celebes;tolo_bay;13222;3241;x
guancavilca;sumpa_point;4013;3230;x
pate;cape_kaambooni;9572;3238;x
paser;adang_bay;12993;3238;x
kwerba;mamberano_mouth;13995;3252;x
wamesa;mois_waar_island;13805;3236;x
onotoa_atoll;onotoa_coast;15679;3240;x
sanana;seram_sea;13419;3228;x
kota_kapur;bangka_strait;12506;3218;x
kurri_kurri;cape_belangbelang;13115;3231;x
inderapura;mentawai_strait2;12280;3226;x
pesaguan;cape_bawang;12702;3235;x
kwesten;kwesten_coast;14026;3235;x
lalan;bangka_strait;12465;3224;x
manus;lou_island;14383;3225;x
sipura;bungalaut_channel;12226;3220;x
lamu;pate_island;9556;3219;x
waropen;yapen_island;13910;3225;x
tapuitapera;sao_marcos_bay;5659;3192;x
kendawangan;cape_bawang;12703;3216;x
bungku;tolo_bay;13247;3201;x
mamudju;cape_belangbelang;13108;3209;x
guayaquil;huancavilca_gulf;4046;3207;x
igumbi_andele;sette_coast;8133;3209;x
yaguachi;huancavilca_gulf;4056;3223;x
musi_hilir;bangka_strait;12468;3220;x
anambe;marapata_bay;5438;3208;x
gresi;kamdera_coast;14075;3216;x
miritiba;sao_marcos_bay;5705;3210;x
buluranriding;bangka_strait;12493;3217;x
irarutu;bentuni_bay;13772;3213;x
lavongai;botiangin_cape;14522;3203;x
roon;mois_waar_island;13810;3206;x
upaon_acu;sao_marcos_bay;5675;3193;x
koba;gaspar_strait;12548;3198;x
sumuri;bentuni_bay;13740;3202;x
ungwana;pate_island;9542;3206;x
tapuios;preguicas_mouth;5757;3199;x
bangkalan_borneo;laut_strait;12989;3197;x
mukomuko;mentawai_strait2;12298;3199;x
chacayacu;huancavilca_gulf;4058;3201;x
pagai;mentawai_strait2;12260;3188;x
badau;balok_bay;12601;3175;x
kavieng;kapsu_point;14567;3198;x
mambrui;pate_island;9522;3193;x
awyi;yos_sudarso_bay;14102;3205;x
fas_papua;yos_sudarso_bay;14125;3199;x
malili;bone_bay;13199;3179;x
malangke;bone_bay;13177;3193;x
puna;huancavilca_gulf;4049;3189;x
lebonghitam;cape_kait;12521;3171;x
air_hitam;air_hitam_bay;12716;3185;x
igaracu;parnaiba_delta;5799;3189;x
bapunu;sette_coast;8150;3190;x
nunusaku;sawai_bay;13583;3195;x
tremembe;pedra_furada;5861;3193;x
sahulau;manipa_strait;13525;3177;x
machala;huancavilca_gulf;4051;3172;x
jenipaboacu;parnaiba_delta;5824;3190;x
kumai;kotawaringin_bay;12777;3185;x
kotawaringin_lama;kotawaringin_bay;12762;3185;x
huamual;manipa_strait;13510;3170;x
yaur;cenderawasih_bay;13830;3177;x
palopo;bone_bay;13167;3178;x
jelai;kotawaringin_bay;12738;3180;x
cantung;laut_strait;12982;3178;x
bula;waru_bay;13636;3175;x
olo;baudissan_point;14165;3178;x
kuot;djaul_island;14592;3170;x
kwilu;ndongo_coast;8168;3172;x
anace;almofala_coast;5901;3172;x
sampit;sampit_bay;12833;3169;x
kaimana;kamrau_bay;13782;3149;x
seruyan;cape_siamok;12797;3161;x
balanipa;mandar_bay;13118;3154;x
bara_buru;seram_sea;13439;3177;x
mendawai;sampit_bay;12847;3170;x
kayeli;manipa_strait;13477;3165;x
iresim;cenderawasih_bay;13855;3163;x
topos;kerbau_cape;12324;3161;x
kahayan_hilir;sampit_bay;12872;3156;x
malindi;mombasa_island;9518;3165;x
patpatar;djaul_island;14620;3150;x
sigam;sebuku_strait;12986;3139;x
latu;taluti_bay;13567;3161;x
luwu;bone_bay;13172;3155;x
sambandete;lasolo_bay;13259;3156;x
tifu;south_buru_coast;13440;3144;x
baham;sebakor_bay;13735;3148;x
boiken;kairiru_island;14226;3156;x
werinama;taluti_bay;13610;3154;x
bukiyip;kairiru_island;14207;3164;x
gedi;mombasa_island;9509;3149;x
nyanga;ndongo_coast;8179;3154;x
tapeba;praia_mansa;5926;3151;x
lumpur;cape_kait;12511;3154;x
banjar;cape_selatan;12897;3155;x
tumbes;tumpi_coast;4011;3137;x
buruwai;kamrau_bay;13768;3146;x
saparua;ambon_bay;13546;3147;x
hitu;ambon_bay;13522;3141;x
pagatan;cape_kandanghaur;12962;3144;x
bungi;mandar_bay;13128;3141;x
kendari;lasolo_bay;13283;3125;x
pelaihari;cape_kandanghaur;12934;3129;x
bengkulu;kerbau_cape;12345;3137;x
mesuji;tulangbawang_estuary;12512;3126;x
angoram;vokeo_island;14253;3141;x
pitaguari;praia_mansa;5942;3140;x
sette;gamba_coast;8198;3130;x
kolumba;mekkongo_bay;13219;3118;x
mombasa;mombasa_island;9502;3128;x
tangga;cape_sena;14650;3129;x
payaku;pontal_point;5961;3114;x
tosora;mekkongo_bay;13172;3119;x
sidenreng;mandar_bay;13132;3128;x
banda_island;gorong_islands;13673;3116;x
aruamu;girgir_cape;14289;3121;x
barru;mandar_bay;13135;3116;x
chira;paita_bay;3990;3095;x
massabo;mayumba_coast;8218;3106;x
baining;saint_george_channel;14627;3104;x
kandas;saint_george_channel;14638;3102;x
manna;manna_point;12380;3097;x
menggala;tulangbawang_estuary;12512;3104;x
yamur;kapara_mouth;13867;3099;x
siar;siar_cape;14659;3097;x
vumba_kuu;pemba_channel;9486;3094;x
barem;karkar_island;14319;3091;x
bone;mekkongo_bay;13172;3096;x
kalisusu;kalisusu_bay;13297;3080;x
andolo;buton_strait;13261;3100;x
monxoro;pontal_point;5979;3094;x
mayumba;mayumba_coast;8228;3088;x
karkar;karkar_island;14340;3089;x
taubonto;buton_strait;13239;3070;x
kotano_muna;buton_strait;13260;3074;x
melamela;stettin_bay;14581;3078;x
sukadana_lampung;jakarta_bay;12511;3064;x
sengkae;pabbiring_islands;13129;3080;x
kamoro;kamoro_coast;13916;3078;x
carteret_atoll;laverdy_cape;14769;3087;x
tanga;pemba_channel;9474;3068;x
ras_mkumbuu;pemba_channel;9497;3067;x
krui;krui_bay;12429;3047;x
nariguala;sec_hura_bay;4001;3053;x
buali;mayumba_coast;8236;3073;x
kaaysara;mel_point;6027;3069;x
butung;cape_permali;13285;3039;x
sempan;kamoro_coast;13944;3065;x
bola;stettin_bay;14539;3050;x
kol_papua;wide_bay;14609;3067;x
buka;matchin_bay;14725;3060;x
loango;mayumba_coast;8239;3067;x
amaimon;astrolabe_bay;14329;3059;x
gowa;western_selayar_strait;13136;3036;x
bantayan;eastern_selayar_strait;13173;3050;x
arop;vitiaz_strait;14394;3051;x
mengen_papua;jacquinot_bay;14592;3039;x
malemba;congo_river_coast;8245;3052;x
enggano;manna_point;12347;3055;x
ohoi_ewur;kai_archipelago;13732;3040;x
potiguara;pititinga_coast;6088;3040;x
wokam;aru_archipelago;13805;3037;x
pangani;pemba_channel;9469;3050;x
palas_pasemah;jakarta_bay;12510;3046;x
umboi;kulkul_island;14432;3038;x
asmat;pulau_river;13974;3033;x
rawa_papua;astrolabe_bay;14326;3048;x
tinputz;laverdy_cape;14747;3043;x
lamogai;kulkul_island;14455;3026;x
lampung;sunda_strait;12479;3031;x
kalianda;sunda_strait;12496;3027;x
awad_bing;astrolabe_bay;14346;3043;x
liwa_lampung;sunda_strait;12458;3040;x
cabinda_kongo;congo_river_coast;8249;3024;x
mkwaja;zanzibar_channel;9463;3032;x
nunura;sec_hura_bay;4003;3028;x
bawean;gresik_island;12815;3032;x
zanzibar;zanzibar_channel;9475;3012;x
buki;western_selayar_strait;13170;3008;x
jepara;cape_korowelang;12731;2994;x
rotokas;laverdy_cape;14760;3023;x
bannoni;mono_island;14755;2992;x
mamusi;jacquinot_bay;14573;3019;x
banten;jakarta_bay;12529;3020;x
sunda_kelapa;jakarta_bay;12556;3013;x
kate;kulkul_island;14415;3004;x
utondwe;zanzibar_channel;9461;3009;x
cibuaya;eretan_bay;12582;3014;x
kobroor;penambulai_island;13826;3000;x
mbanza_soyo;congo_river_coast;8255;3011;x
kaweinag;digul_mouth;13999;2976;x
kaulong;luwas_bay;14507;3001;x
trangan;cape_lelar;13808;2973;x
cimanuk;eretan_bay;12608;3002;x
naasioi;tolotapalo_point;14785;2996;x
pangguyangan;sunda_strait;12497;2985;x
xllang;nampajic_coast;4033;2988;x
bagamoyo;zanzibar_channel;9470;2991;x
paraiba;cabedello_point;6106;2960;x
cirebon;cirebon_bay;12637;2977;x
pati;cape_bendoh;12763;2981;x
vaghua;vella_gulf;14816;2969;x
soyo;lucata_coast;8268;2972;x
pakatnamu;nampajic_coast;4047;2978;x
dar_es_salaam;mafia_channel;9489;2951;x
yamdena;arafura_sea;13679;2955;x
demak;cape_korowelang;12722;2974;x
damar;damar_archipelago;13567;2964;x
bukawa;huon_gulf;14395;2975;x
tuban_java;cape_pangkah;12806;2970;x
wampar;huon_gulf;14382;2975;x
mono;vella_gulf;14786;2961;x
tegal;cirebon_bay;12657;2973;x
pekalongan;cape_korowelang;12687;2970;x
iwal;huon_gulf;14386;2955;x
sana;nampajic_coast;4056;2963;x
kangean;kangean_islands;12953;2961;x
semarang;cape_korowelang;12711;2968;x
sugeneb;cape_canding;12885;2956;x
bangkalan;cape_pangkah;12836;2970;x
cibadak;pelabuhan_ratu_bay;12532;2947;x
gresik;madura_strait;12819;2955;x
ambrizete;nzeto_coast;8279;2940;x
surabaya;madura_strait;12829;2943;x
yelmek;digul_mouth;14011;2943;x
caxanga;itamaraca_island;6106;2910;x
farfan;malabriga_bay;4071;2931;x
kisiju;mafia_channel;9482;2932;x
riantana;digul_mouth;14002;2943;x
nukufetau_atoll;vaitupu_coast;15812;2913;x
kandangwesi;pelabuhan_ratu_bay;12573;2933;x
suena;ward_hunt_cape;14410;2922;x
kimaama;pulau_witau_island;13990;2883;x
wetar;wetar_strait;13426;2910;x
sangliat_dol;outer_babar_coast;13663;2905;x
kerewo;urama_island;14265;2919;x
trowulan;madura_strait;12831;2929;x
kolombangara;vella_gulf;14835;2913;x
nsolu;nzeto_coast;8284;2923;x
pakembangan;madura_strait;12872;2925;x
marlew;bulaka_mouth;14018;2888;x
kisimani_mafia;mafia_channel;9502;2920;x
bajrajinaparamitapura;madura_strait;12845;2923;x
pangandaran;penanjung_bay;12621;2916;x
bagaluhan;southern_java_coast;12685;2916;x
babar;cape_olinder;13603;2913;x
purwalingga;penanjung_bay;12651;2918;x
namau;urama_island;14295;2915;x
ndom;salah_point;13957;2896;x
mitimiri;mafia_island;9482;2886;x
balambangan;bali_strait;12900;2878;x
ambriz;luanda_coast;8292;2902;x
chan_chan;salaverry_coast;4093;2897;x
binandere;ward_hunt_cape;14427;2906;x
kwaraae;manawai_harbour;15015;2880;x
mataram;southern_java_coast;12715;2901;x
roviana;vella_gulf;14851;2902;x
bamu;purutu_island;14233;2898;x
toaripi;petoi_point;14341;2895;x
julah;cape_canding;12918;2898;x
dompu;saleh_bay;13055;2885;x
larantuka;paluk_bay;13279;2872;x
leti;leti_archipelago;13518;2900;x
marind;dumande_coast;14074;2884;x
bima;sape_strait;13109;2888;x
bungabali;timor_strait;13350;2883;x
cheke_holo;iron_bottom_sound;14961;2880;x
lamakera;alor_strait;13316;2892;x
yapuata;mangue_point;6093;2862;x
suki;purutu_island;14172;2895;x
mussul;luanda_coast;8298;2889;x
pacitan;sumbreng_bay;12758;2890;x
melara;bali_strait;12915;2883;x
lombok;bali_strait;12969;2867;x
cibal;sumba_strait;13175;2860;x
sasak;alas_strait;12995;2862;x
tulungagung;sumbreng_bay;12784;2889;x
bajo_flores;sumba_strait;13141;2866;x
lumajang;grajagan_bay;12836;2888;x
sikka;pedang_bay;13247;2881;x
gogodala;purutu_island;14195;2887;x
bitur;purutu_island;14182;2890;x
sadeng;grajagan_bay;12854;2881;x
samprangan;bali_strait;12944;2868;x
tutuala;southern_timor_coast;13451;2857;x
malang;sumbreng_bay;12808;2884;x
sumbawa;saleh_bay;13047;2877;x
chao;salaverry_coast;4105;2873;x
marovo;cape_pitt;14867;2878;x
kilivila;fergusson_island;14572;2868;x
rendova;cape_pitt;14854;2872;x
funafuti_atoll;funafuti_coast_2;15847;2874;x
likusaen;wetar_strait;13425;2881;x
taliwang;alas_strait;13014;2847;x
ngada;paluk_bay;13211;2856;x
icalo;luanda_coast;8299;2874;x
orokaiva;dyke_ackland_bay;14451;2863;x
waima;redscar_bay;14362;2853;x
vangunu;cape_pitt;14877;2867;x
balibo;timor_strait;13371;2852;x
kilwa_kisiwani;mafia_island;9489;2863;x
kanum;dumande_coast;14094;2857;x
nuku_hiva;ua_huka_coast;1315;2863;x
luanda;luanda_coast;8290;2857;x
kwaio;indispensable_strait;15009;2847;x
tongareva;tongareva_coast;507;2852;x
muyua;kawaiapan_bay;14648;2850;x
nggela;iron_bottom_sound;14976;2848;x
huacatambo;ferrol_bay;4115;2840;x
baruga;dyke_ackland_bay;14471;2850;x
songo_mnara;kilwa_island;9498;2831;x
laran;southern_timor_coast;13413;2840;x
wipi;bobo_island;14201;2844;x
nukunonu_atoll;fakaofo_coast;16260;2840;x
bife;unji_point;14113;2839;x
karapoto;mundau_lagoon;6070;2820;x
koiali;ela_point;14393;2820;x
nambu;boigu_island;14152;2840;x
agob;boigu_island;14174;2837;x
lifau;timor_strait;13338;2834;x
nidula;goodenough_bay;14524;2829;x
badhu;boigu_island;14170;2820;x
ghari;marasa_bay;14955;2821;x
waingapo;sumba_strait;13157;2827;x
moratau;goodenough_bay;14540;2821;x
saa;manawai_harbour;15041;2827;x
al_khadra;aldabra_island2;9803;2824;x
mamboro;karosa_cape;13110;2812;x
calumbo;cape_ledo_coast;8290;2825;x
manchan;ferrol_bay;4121;2825;x
isatabu;indispensable_strait;15002;2820;x
maiwa_papua;goodenough_bay;14512;2807;x
nunkolo;siripinang_cape;13375;2810;x
huarmey;huallmi_coast;4129;2803;x
muxima;cape_ledo_coast;8293;2810;x
hiva_oa;mohotani_island;1363;2804;x
sinaugoro;ela_point;14406;2801;x
duau;sewataitai_bay;14568;2799;x
kariri;mundau_lagoon;6050;2791;x
lindi;ruvuma_bay;9506;2797;x
sumba;ngunju_cape;13158;2785;x
kupang;rote_strait;13306;2778;x
sombai;siripinang_cape;13358;2789;x
demba;quiteta_coast;8301;2791;x
paramonga;huallmi_coast;4136;2780;x
mikindani;ruvuma_bay;9525;2783;x
manubara;hood_bay;14436;2789;x
makira;indispensable_strait;15045;2781;x
daga_papua;orangerie_bay;14491;2777;x
suau;milne_bay;14555;2768;x
nendo;nendo_coast;15246;2761;x
labolo;quiteta_coast;8309;2771;x
sabu;outer_sawu_coast;13234;2760;x
arakaiu;sao_francisco_mouth;6006;2742;x
tungi;cabo_delgado;9536;2742;x
guamanmayo;salinas_point;4152;2750;x
yadhaigana;torres_strait;14166;2755;x
misima;tubula_point;14633;2758;x
amboim;gunza_coast;8317;2751;x
sumbis;gunza_coast;8320;2730;x
anggamudi;vrilya_point_shore;14159;2724;x
maung;minjilang_coast;13717;2726;x
